序号,名称,成交日期,区县,区域,小区,建筑年代及风格,总价,单价,面积,户型,楼型,朝向,URL
367,纳丹堡2室1厅96平米,2016.12.31链家成交,燕郊,燕郊城区,纳丹堡,2009年建板楼,268,27917,96,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100893126.html
368,天通苑东二区2室1厅98.16平米,2016.12.31链家成交,昌平,天通苑,天通苑东二区,2001年建塔楼,389,39629,98.16,2室1厅,暂无数据,西北,http://bj.lianjia.com/chengjiao/101100770037.html
369,金科帕提欧1室0厅35.37平米,2016.12.31链家成交,昌平,昌平其它,金科帕提欧,2010年建板楼,68.5,19367,35.37,1室0厅,平层,西,http://bj.lianjia.com/chengjiao/101100923531.html
370,新外大街3号院3室0厅63.1平米,2016.12.31链家成交,海淀,小西天,新外大街3号院,1960年建板楼,503,79715,63.1,3室0厅,平层,东西,http://bj.lianjia.com/chengjiao/101100786231.html
371,杨庄11号院2室1厅67.76平米,2016.12.31链家成交,通州,通州北苑,杨庄11号院,1991年建板楼,285,42060,67.76,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100818316.html
372,芭蕾雨悦都北区2室1厅80平米,2016.12.31链家成交,房山,长阳,芭蕾雨悦都北区,2012年建板楼,336.8,42100,80,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100975912.html
373,玉海园三里2室1厅73.21平米,2016.12.31链家成交,海淀,玉泉路,玉海园三里,2000年建板楼,535,73077,73.21,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100700739.html
374,阳光乐府1室1厅68.98平米,2016.12.31链家成交,大兴,黄村中,阳光乐府,2009年建板楼,280,40591,68.98,1室1厅,平层,西,http://bj.lianjia.com/chengjiao/101100960978.html
375,永乐里10号院2室1厅52.79平米,2016.12.31链家成交,西城,右安门内,永乐里10号院,1984年建板楼,505,95662,52.79,2室1厅,平层,东西,http://bj.lianjia.com/chengjiao/101100499275.html
376,南沙滩小区2室1厅54.67平米,2016.12.31链家成交,朝阳,南沙滩,南沙滩小区,1990年建板楼,400,73166,54.67,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100431227.html
377,惠新南里5号院2室0厅58.85平米,2016.12.31链家成交,朝阳,惠新西街,惠新南里5号院,1989年建塔楼,460,78165,58.85,2室0厅,平层,南,http://bj.lianjia.com/chengjiao/101100735155.html
378,普惠南里1室1厅42.7平米,2016.12.31链家成交,海淀,公主坟,普惠南里,1986年建板楼,413,96721,42.7,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100810108.html
379,阳光花园2室1厅89.01平米,2016.12.31链家成交,丰台,角门,阳光花园,2009年建板楼,616,69206,89.01,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100992014.html
380,冠英园小区1室1厅44.5平米,2016.12.31链家成交,西城,官园,冠英园小区,1998年建板塔结合,338,75955,44.5,1室1厅,暂无数据,西,http://bj.lianjia.com/chengjiao/101100776639.html
381,青年汇佳园2室1厅79.3平米,2016.12.31链家成交,朝阳,朝青,青年汇佳园,2008年建板楼,535,67465,79.3,2室1厅,平层,西北,http://bj.lianjia.com/chengjiao/101100877532.html
382,安华里一区2室1厅61.42平米,2016.12.31链家成交,朝阳,安贞,安华里一区,1987年建塔楼,511,83198,61.42,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100993172.html
383,东方夏威夷2室1厅112.56平米,2016.12.31链家成交,燕郊,燕郊城区,东方夏威夷,2006年建板塔结合,345,30650,112.56,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100911972.html
384,百子湾家园一区1室1厅62平米,2016.12.31链家成交,朝阳,百子湾,百子湾家园一区,2006年建板塔结合,305,49194,62,1室1厅,平层,东北,http://bj.lianjia.com/chengjiao/101100683276.html
385,槐柏树街北里1室1厅47.8平米,2016.12.31链家成交,西城,长椿街,槐柏树街北里,1992年建板楼,399,83473,47.8,1室1厅,平层,西南,http://bj.lianjia.com/chengjiao/101100950258.html
386,成寿寺路2室1厅63.49平米,2016.12.31链家成交,丰台,成寿寺,成寿寺路,1992年建板楼,318,50087,63.49,2室1厅,暂无数据,西东,http://bj.lianjia.com/chengjiao/101100329130.html
387,裕中西里1室1厅52平米,2016.12.31链家成交,西城,马甸,裕中西里,1992年建塔楼,665,127885,52,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100968419.html
388,丽水园1室1厅57.41平米,2016.12.31链家成交,丰台,马家堡,丽水园,2005年建板楼,374,65145,57.41,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100911274.html
389,安贞里2室1厅50平米,2016.12.31链家成交,朝阳,安贞,安贞里,1986年建板楼,378,75600,50,2室1厅,暂无数据,东北,http://bj.lianjia.com/chengjiao/101100650862.html
390,民旺园2室1厅55.18平米,2016.12.31链家成交,东城,和平里,民旺园,1990年建板楼,545,98768,55.18,2室1厅,暂无数据,东西,http://bj.lianjia.com/chengjiao/101100961128.html
391,绿岛苑西区2室1厅68.84平米,2016.12.31链家成交,朝阳,定福庄,绿岛苑西区,1999年建塔楼,352,51133,68.84,2室1厅,平层,东南,http://bj.lianjia.com/chengjiao/101101003215.html
392,北礼士路2室1厅61.9平米,2016.12.31链家成交,西城,官园,北礼士路,1995年建板塔结合,550,88853,61.9,2室1厅,暂无数据,东,http://bj.lianjia.com/chengjiao/101100889267.html
393,华富丽苑1室1厅75平米,2016.12.31链家成交,丰台,青塔,华富丽苑,2007年建塔楼,401,53467,75,1室1厅,平层,东,http://bj.lianjia.com/chengjiao/101100883503.html
394,依翠园3室1厅81.97平米,2016.12.31链家成交,石景山,鲁谷,依翠园,1995年建板楼,475,57948,81.97,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101101003129.html
395,安贞里3室1厅66.85平米,2016.12.31链家成交,朝阳,安贞,安贞里,1985年建板楼,585,87509,66.85,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101091831195.html
396,海棠湾一期1室0厅33.52平米,2016.12.31链家成交,通州,临河里,海棠湾一期,2011年建板塔结合,28,8353,33.52,1室0厅,暂无数据,南,http://bj.lianjia.com/chengjiao/101101015905.html
397,空间物理所小区2室1厅62.2平米,2016.12.31链家成交,海淀,中关村,空间物理所小区,1995年建板楼,730,117363,62.2,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100948293.html
398,林肯公园1室1厅51.3平米,2016.12.31链家成交,亦庄开发区,亦庄,林肯公园,2009年建塔楼,205,39961,51.3,1室1厅,暂无数据,北,http://bj.lianjia.com/chengjiao/101101014155.html
399,铁道科学研究院2室1厅68.6平米,2016.12.31链家成交,海淀,西直门,铁道科学研究院,1994年建板楼,712,103790,68.6,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100637373.html
400,阳光花园1室0厅32.91平米,2016.12.31链家成交,丰台,角门,阳光花园,2010年建,20,6077,32.91,1室0厅,暂无数据,南,http://bj.lianjia.com/chengjiao/101101015964.html
401,南纬路2号院2室1厅61.02平米,2016.12.31链家成交,西城,陶然亭,南纬路2号院,1981年建板塔结合,640,104884,61.02,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100993589.html
402,韩庄子四里2室1厅57.4平米,2016.12.31链家成交,丰台,看丹桥,韩庄子四里,1992年建板楼,307,53484,57.4,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101101000422.html
403,加州水郡三期1室0厅53.78平米,2016.12.31链家成交,房山,长阳,加州水郡三期,2009年建板塔结合,195,36259,53.78,1室0厅,平层,南,http://bj.lianjia.com/chengjiao/101100991688.html
404,慧忠北里第一社区3室2厅98.67平米,2016.12.31链家成交,朝阳,亚运村,慧忠北里第一社区,1998年建板楼,650,65876,98.67,3室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100712670.html
405,上东上层1室1厅74.64平米,2016.12.31链家成交,朝阳,东坝,上东上层,2008年建板塔结合,406,54394,74.64,1室1厅,平层,东北,http://bj.lianjia.com/chengjiao/101101001805.html
406,西坝河东里2室1厅60.2平米,2016.12.31链家成交,朝阳,西坝河,西坝河东里,1987年建塔楼,455,75581,60.2,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101101013785.html
407,万恒家园2室2厅66.7平米,2016.12.31链家成交,丰台,青塔,万恒家园,2005年建板楼,403,60420,66.7,2室2厅,平层,南,http://bj.lianjia.com/chengjiao/101100842739.html
408,青年新城2室1厅79.2平米,2016.12.31链家成交,燕郊,燕郊城区,青年新城,2015年建板楼,205,25884,79.2,2室1厅,暂无数据,南,http://bj.lianjia.com/chengjiao/101100823847.html
409,鸿业兴园一区3室2厅127平米,2016.12.31链家成交,丰台,玉泉营,鸿业兴园一区,2004年建板楼,780,61417,127,3室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100867673.html
410,北京印象2室1厅109.7平米,2016.12.31链家成交,海淀,定慧寺,北京印象,2003年建板塔结合,840,76572,109.7,2室1厅,平层,东西,http://bj.lianjia.com/chengjiao/101100844347.html
411,定福家园3号院3室1厅119.3平米,2016.12.31链家成交,朝阳,定福庄,定福家园3号院,2006年建塔楼,575,48198,119.3,3室1厅,平层,东南西北,http://bj.lianjia.com/chengjiao/101100913801.html
412,模式口南里1室1厅44.33平米,2016.12.31链家成交,石景山,苹果园,模式口南里,1987年建板楼,218,49177,44.33,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100988158.html
413,中泽家园2室1厅90.86平米,2016.12.31链家成交,通州,九棵树(家乐福),中泽家园,2002年建板楼,365,40172,90.86,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100772928.html
414,知春里1室1厅40.4平米,2016.12.31链家成交,海淀,双榆树,知春里,1988年建板楼,432,106931,40.4,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101092347561.html
415,星河皓月2室2厅102.52平米,2016.12.31链家成交,燕郊,燕郊城区,星河皓月,2009年建板楼,319.8,31194,102.52,2室2厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100965636.html
416,合生世界村2室1厅93.83平米,2016.12.31链家成交,通州,马驹桥,合生世界村,2012年建板楼,284.5,30321,93.83,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100645689.html
417,清源西里3室1厅83.46平米,2016.12.31链家成交,大兴,枣园,清源西里,1992年建板楼,384.5,46070,83.46,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100928691.html
418,天洋城2室1厅72.87平米,2016.12.31链家成交,燕郊,燕郊城区,天洋城,2013年建塔楼,228,31289,72.87,2室1厅,平层,东南,http://bj.lianjia.com/chengjiao/101100998451.html
419,铁东小区2室1厅61平米,2016.12.31链家成交,海淀,军博,铁东小区,1992年建塔楼,534,87541,61,2室1厅,平层,东南,http://bj.lianjia.com/chengjiao/101100984862.html
420,呼家楼北街2室1厅64.9平米,2016.12.31链家成交,朝阳,红庙,呼家楼北街,1987年建板楼,447,68875,64.9,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100974276.html
421,天洋城2室1厅84.78平米,2016.12.31链家成交,燕郊,燕郊城区,天洋城,2011年建板塔结合,252,29724,84.78,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100977507.html
422,亚运豪庭3室1厅142.28平米,2016.12.31链家成交,朝阳,亚运村小营,亚运豪庭,2000年建塔楼,795,55876,142.28,3室1厅,平层,西北,http://bj.lianjia.com/chengjiao/101100763956.html
423,西绦胡同2室1厅62平米,2016.12.31链家成交,西城,六铺炕,西绦胡同,1989年建板楼,779.5,125726,62,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100994977.html
424,国英绿景公寓3室2厅165.28平米,2016.12.31链家成交,西城,官园,国英绿景公寓,2000年建塔楼,1270,76839,165.28,3室2厅,暂无数据,西南,http://bj.lianjia.com/chengjiao/101101008138.html
425,西府兰庭2室1厅106.46平米,2016.12.31链家成交,丰台,岳各庄,西府兰庭,2006年建板楼,785,73737,106.46,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100988608.html
426,飘HOME1室1厅54.7平米,2016.12.31链家成交,朝阳,酒仙桥,飘HOME,2004年建塔楼,378,69104,54.7,1室1厅,平层,北,http://bj.lianjia.com/chengjiao/101100780757.html
427,福城上上城三季2室1厅100.26平米,2016.12.31链家成交,燕郊,燕郊城区,福城上上城三季,2010年建板塔结合,248,24736,100.26,2室1厅,暂无数据,东北,http://bj.lianjia.com/chengjiao/101092677945.html
428,玉林里小区2室1厅68.4平米,2016.12.31链家成交,丰台,右安门外,玉林里小区,1990年建板楼,394,57602,68.4,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100356638.html
429,三间房东路2室1厅64.4平米,2016.12.31链家成交,朝阳,定福庄,三间房东路,1994年建板楼,343,53261,64.4,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100978159.html
430,瑞雪春堂1室1厅71.65平米,2016.12.31链家成交,房山,良乡,瑞雪春堂,2011年建板楼,248.3,34655,71.65,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100891962.html
431,甘露西园1室1厅52.06平米,2016.12.31链家成交,朝阳,十里堡,甘露西园,2000年建板塔结合,300,57626,52.06,1室1厅,平层,东南,http://bj.lianjia.com/chengjiao/101100611216.html
432,小关东里8号院2室1厅54.35平米,2016.12.31链家成交,朝阳,惠新西街,小关东里8号院,1983年建板楼,420,77277,54.35,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100914289.html
433,西辛南区2室1厅70.43平米,2016.12.31链家成交,顺义,顺义城,西辛南区,2003年建板楼,303,43021,70.43,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101101004317.html
434,龙腾苑四区6室1厅188.26平米,2016.12.31链家成交,昌平,回龙观,龙腾苑四区,2003年建板楼,620,32933,188.26,6室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101101005830.html
435,馨港庄园二区2室2厅108.84平米,2016.12.31链家成交,顺义,顺义其它,馨港庄园二区,2005年建板楼,360,33076,108.84,2室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100668585.html
436,冠庭园2室1厅61.57平米,2016.12.31链家成交,昌平,回龙观,冠庭园,2006年建板楼,402,65292,61.57,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100639671.html
437,八里庄南里1室1厅44.71平米,2016.12.31链家成交,朝阳,十里堡,八里庄南里,1988年建塔楼,290,64862,44.71,1室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101101006202.html
438,加州水郡三期2室1厅89平米,2016.12.31链家成交,房山,长阳,加州水郡三期,2009年建板塔结合,255,28652,89,2室1厅,暂无数据,东北,http://bj.lianjia.com/chengjiao/101101012712.html
439,北礼士路1室1厅44.5平米,2016.12.31链家成交,西城,官园,北礼士路,1991年建板楼,485,108989,44.5,1室1厅,平层,东,http://bj.lianjia.com/chengjiao/101100990930.html
440,远洋沁山水1室0厅28.4平米,2016.12.31链家成交,石景山,鲁谷,远洋沁山水,2009年建板塔结合,27,9507,28.4,1室0厅,暂无数据,东,http://bj.lianjia.com/chengjiao/101100959800.html
441,芳星园三区3室1厅80.49平米,2016.12.31链家成交,丰台,方庄,芳星园三区,1995年建板楼,537,66716,80.49,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100895230.html
442,彩虹城一区2室1厅83平米,2016.12.31链家成交,丰台,赵公口,彩虹城一区,2003年建板塔结合,518,62410,83,2室1厅,平层,西北,http://bj.lianjia.com/chengjiao/101101013987.html
443,格调1室0厅26.65平米,2016.12.31链家成交,西城,马连道,格调,2004年建塔楼,35.1,13171,26.65,1室0厅,暂无数据,东,http://bj.lianjia.com/chengjiao/101100701573.html
444,万国城MOMA2室2厅111.01平米,2016.12.31链家成交,东城,东直门,万国城MOMA,2006年建塔楼,490,44140,111.01,2室2厅,暂无数据,北,http://bj.lianjia.com/chengjiao/101100797570.html
445,金域华府一期1室0厅30平米,2016.12.31链家成交,昌平,回龙观,金域华府一期,2012年建板塔结合,20,6667,30,1室0厅,暂无数据,南,http://bj.lianjia.com/chengjiao/101101018852.html
446,晓月新城2室1厅78.84平米,2016.12.31链家成交,丰台,卢沟桥,晓月新城,2007年建塔楼,347,44013,78.84,2室1厅,平层,东北,http://bj.lianjia.com/chengjiao/101100758591.html
447,东直门北大街3室1厅81.85平米,2016.12.31链家成交,东城,东直门,东直门北大街,1990年建板塔结合,765,93464,81.85,3室1厅,平层,东南西,http://bj.lianjia.com/chengjiao/101100799996.html
448,馨然嘉园一区2室1厅78.83平米,2016.12.31链家成交,房山,长阳,馨然嘉园一区,2012年建板塔结合,318,40340,78.83,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100980770.html
449,清源西里2室1厅54.37平米,2016.12.31链家成交,大兴,枣园,清源西里,1992年建板楼,275,50579,54.37,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100931585.html
450,十字坡东里3室1厅68.18平米,2016.12.31链家成交,东城,工体,十字坡东里,1986年建板楼,673,98709,68.18,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100891119.html
451,朝阳园2室1厅108.98平米,2016.12.31链家成交,朝阳,甘露园,朝阳园,2000年建塔楼,655,60103,108.98,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101101019461.html
452,石园南区2室2厅95.47平米,2016.12.31链家成交,顺义,顺义其它,石园南区,1993年建板楼,339.7,35579,95.47,2室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100731168.html
453,北京像素南区1室1厅53.68平米,2016.12.31链家成交,朝阳,常营,北京像素南区,2012年建板塔结合,272.5,50764,53.68,1室1厅,Loft,西南,http://bj.lianjia.com/chengjiao/101100855097.html
